tweet_id,text,rating_numerator,rating_denominator,name,dogs_stage,year,month,day,rating,jpg_url,dog_type,confidence_list,favorite_count,retweet_count,followers_count,friends_count,source,retweeted_status,url,rating_ratio
667435689202614272,Ermergerd 12/10 https://t.co/PQni2sjPsm,12.0,10.0,None,None,2015,11,19,12.0,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,Rottweiler,0.999091,287.0,79.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/PQni2sjPsm,1.2
667393430834667520,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,8.0,10.0,Fwed,None,2015,11,19,8.0,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,papillon,0.557009,179.0,51.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/A37eGLz5WS,0.8
666804364988780544,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,8.0,10.0,Jockson,None,2015,11,18,8.0,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,English_setter,0.32879200000000003,216.0,84.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/RdKbAOEpDK,0.8
666817836334096384,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,9.0,10.0,Jeph,None,2015,11,18,9.0,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,miniature_schnauzer,0.496953,473.0,230.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/8whlkYw3mO,0.9
666826780179869698,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,12.0,10.0,None,None,2015,11,18,12.0,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,Maltese_dog,0.359383,237.0,82.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/V6ZzG45zzG,1.2
666835007768551424,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,10.0,10.0,None,None,2015,11,18,10.0,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,Airedale,0.448459,195.0,72.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/ZnEMHBsAs1,1.0
666996132027977728,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,10.0,10.0,Carll,None,2015,11,18,10.0,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,Rottweiler,0.0624899,224.0,81.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/SVpNbhaIMk,1.0
667044094246576128,12/10 gimme now https://t.co/QZAnwgnOMB,12.0,10.0,None,None,2015,11,18,12.0,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,golden_retriever,0.765266,174.0,44.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/QZAnwgnOMB,1.2
667062181243039745,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,10.0,10.0,Keet,None,2015,11,18,10.0,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,Chesapeake_Bay_retriever,0.825678,202.0,47.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/tz1lpuvXLA,1.0
667073648344346624,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,10.0,10.0,Dave,None,2015,11,18,10.0,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,Chihuahua,0.483682,372.0,109.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/DPSamreuRq,1.0
667405339315146752,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,7.0,10.0,Biden,None,2015,11,19,7.0,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,Saint_Bernard,0.381377,433.0,206.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/3Fm9PwLju1,0.7
667090893657276420,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,7.0,10.0,Clybe,None,2015,11,18,7.0,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,Chihuahua,0.959514,309.0,115.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/Ks0jZtdIrr,0.7
667138269671505920,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,10.0,10.0,None,None,2015,11,19,10.0,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,West_Highland_white_terrier,0.747713,4222.0,1992.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/0DvHAMdA4V,1.0
667152164079423490,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,12.0,10.0,Pipsy,None,2015,11,19,12.0,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,toy_poodle,0.535411,44139.0,15392.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/h9R0EwKd9X,1.2
667160273090932737,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,11.0,10.0,Bradlay,None,2015,11,19,11.0,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,golden_retriever,0.471351,235.0,55.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/DKhgkMx4N1,1.1
667165590075940865,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,10.0,10.0,Churlie,None,2015,11,19,10.0,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,miniature_pinscher,0.140173,2486.0,1029.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/li2XYBVuAY,1.0
667171260800061440,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,10.0,10.0,Kenneth,None,2015,11,19,10.0,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,giant_schnauzer,0.8412649999999999,202.0,77.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/6RHNRsByOY,1.0
667174963120574464,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",9.0,10.0,Clarence,None,2015,11,19,9.0,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,toy_poodle,0.266437,229.0,71.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/fGDWgukcBs,0.9
667176164155375616,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,4.0,10.0,None,None,2015,11,19,4.0,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,soft-coated_wheaten_terrier,0.318981,565.0,415.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/PZxSarAfSN,0.4
667177989038297088,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,8.0,10.0,a,None,2015,11,19,8.0,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,vizsla,0.25924899999999995,178.0,50.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/jpaeu6LNmW,0.8
667182792070062081,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl,10.0,10.0,Timison,None,2015,11,19,10.0,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,golden_retriever,0.949892,13198.0,5610.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/s2yYuHabWl,1.0
667192066997374976,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,12.0,10.0,None,None,2015,11,19,12.0,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,Rottweiler,0.28364,354.0,88.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/QCugm5ydl6,1.2
667200525029539841,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ,11.0,10.0,Joshwa,None,2015,11,19,11.0,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,Siberian_husky,0.694904,571.0,239.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/60xYFRATPZ,1.1
667211855547486208,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,9.0,10.0,Genevieve,None,2015,11,19,9.0,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,golden_retriever,0.462556,447.0,220.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/azEoGqVonH,0.9
667119796878725120,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,10.0,10.0,Gabe,None,2015,11,18,10.0,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,Pembroke,0.741563,305.0,119.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/3LZrJzg3BJ,1.0
666781792255496192,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,10.0,10.0,a,None,2015,11,18,10.0,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,Italian_greyhound,0.618316,353.0,175.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/uEvsGLOFHa,1.0
667902449697558528,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with https://t.co/sJeHdGUt0W,9.0,10.0,Cleopatricia,None,2015,11,21,9.0,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,Norwegian_elkhound,0.298881,801.0,350.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/sJeHdGUt0W,0.9
667915453470232577,Meet Otis. He is a Peruvian Quartzite. Pic sponsored by Planters. Ears on point. Killer sunglasses. 10/10 ily Otis https://t.co/tIaaBIMlJN,10.0,10.0,Otis,None,2015,11,21,10.0,https://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg,boxer,0.196655,196.0,51.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/tIaaBIMlJN,1.0
667924896115245057,This is Jiminy. He has always wanted to be a cheerleader. Can jump high enough to get on other dog. Go Jiminy. 9/10 https://t.co/fW6kIPFGD2,9.0,10.0,Jiminy,None,2015,11,21,9.0,https://pbs.twimg.com/media/CUTyJpHWcAATl0O.jpg,Labrador_retriever,0.209051,275.0,98.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/fW6kIPFGD2,0.9
668113020489474048,This is Alfie. He's that one hypocritical gym teacher who made you run laps. Great posture. Cool bench. 6/10 https://t.co/GCJzm3YsfX,6.0,10.0,Alfie,None,2015,11,21,6.0,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg,Pembroke,0.548896,620.0,217.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/GCJzm3YsfX,0.6
668171859951755264,This is a Trans Siberian Kellogg named Alfonso. Huge ass eyeballs. Actually Dobby from Harry Potter. 7/10 https://t.co/XpseHBlAAb,7.0,10.0,a,None,2015,11,21,7.0,https://pbs.twimg.com/media/CUXSwy8W4AA6uet.jpg,Chihuahua,0.664834,454.0,173.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/XpseHBlAAb,0.7
668190681446379520,This is Skittles. I would kidnap Skittles. Pink dog in back hasn't moved in days. 12/10 https://t.co/2wm0POA9N2,12.0,10.0,Skittles,None,2015,11,21,12.0,https://pbs.twimg.com/media/CUXj4SgXAAETlu6.jpg,Blenheim_spaniel,0.958402,602.0,184.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/2wm0POA9N2,1.2
668204964695683073,This is Ron. Ron's currently experiencing a brain freeze. Damn it Ron. 8/10 https://t.co/4ilfcR5SlK,8.0,10.0,Ron,None,2015,11,21,8.0,https://pbs.twimg.com/media/CUXw3qHWoAAk8HJ.jpg,Labrador_retriever,0.65518,521.0,182.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/4ilfcR5SlK,0.8
668221241640230912,These two dogs are Bo &amp; Smittens. Smittens is trying out a new deodorant and wanted Bo to smell it. 10/10 true pals https://t.co/4pw1QQ6udh,10.0,10.0,None,None,2015,11,22,10.0,https://pbs.twimg.com/media/CUX_rAyWsAYZOQ5.jpg,chow,0.395101,479.0,182.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/4pw1QQ6udh,1.0
668237644992782336,This is Torque. He served his nickel. Better not owe Torque money. Torque will find u. 10/10 cause I'm scared of him https://t.co/TnSRDqYO5i,10.0,10.0,Torque,None,2015,11,22,10.0,https://pbs.twimg.com/media/CUYOl0kW4AAVe_p.jpg,chow,0.8093199999999999,5737.0,2598.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/TnSRDqYO5i,1.0
668248472370458624,Say hello to Bisquick. He is a Brown Douglass Fir terrier. Very inbred. Looks terrified. 8/10 still cute tho https://t.co/1XYRh8N00K,8.0,10.0,Bisquick,None,2015,11,22,8.0,https://pbs.twimg.com/media/CUYYcMfXAAAixe7.jpg,Chihuahua,0.7345470000000001,885.0,434.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/1XYRh8N00K,0.8
668256321989451776,This is Jareld. Jareld rules these waters. Ladies and Gentleman... 13/10. This dog is utterly fucking spectacular. https://t.co/L6qAEV5PAd,13.0,10.0,Jareld,None,2015,11,22,13.0,https://pbs.twimg.com/media/CUYflCXWEAAzQVu.jpg,Pembroke,0.0944294,1207.0,547.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/L6qAEV5PAd,1.3
668268907921326080,Here we have an Azerbaijani Buttermilk named Guss. He sees a demon baby Hitler behind his owner. 10/10 stays alert https://t.co/aeZykWwiJN,10.0,10.0,None,None,2015,11,22,10.0,https://pbs.twimg.com/media/CUYrBNQUkAA-zx4.jpg,Pembroke,0.48483,514.0,214.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/aeZykWwiJN,1.0
668274247790391296,Meet Sophie. Her son just got in the car to leave for college. Very touching. Perfect dramatic sunlight. 10/10 yaass https://t.co/3j9kZRcpVB,10.0,10.0,Sophie,None,2015,11,22,10.0,https://pbs.twimg.com/media/CUYv4d2WUAAziXs.jpg,soft-coated_wheaten_terrier,0.406374,766.0,213.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/3j9kZRcpVB,1.0
668286279830867968,Meet Rusty. Rusty's dreaming of a world where Twitter never got rid of favorites. Looks like a happy world. 11/10 https://t.co/C8U6cxI1Jc,11.0,10.0,Rusty,None,2015,11,22,11.0,https://pbs.twimg.com/media/CUY60usWoAAdBxx.jpg,golden_retriever,0.215944,470.0,126.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/C8U6cxI1Jc,1.1
666776908487630848,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,5.0,10.0,Josep,None,2015,11,18,5.0,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,miniature_pinscher,0.167175,320.0,155.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/XNGeDwrtYH,0.5
666739327293083650,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI,10.0,10.0,Lugan,None,2015,11,17,10.0,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,miniature_poodle,0.546933,218.0,60.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/tI3uFLDHBI,1.0
666701168228331520,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly https://t.co/uQbZJM2DQB,8.0,10.0,a,None,2015,11,17,8.0,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,Labrador_retriever,0.887707,393.0,195.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/uQbZJM2DQB,0.8
668297328638447616,2 rare dogs. They waddle (v inefficient). Sometimes slide on bellies. Right one wants to be aircraft Marshall. 9/10s https://t.co/P8bivfp5sU,9.0,10.0,None,None,2015,11,22,9.0,https://pbs.twimg.com/media/CUZE4IWW4AAZmDf.jpg,Eskimo_dog,0.0327838,583.0,273.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/P8bivfp5sU,0.9
666071193221509120,Here we have a northern speckled Rhododendron. Much sass. Gives 0 fucks. Good tongue. 9/10 would caress sensually https://t.co/ZoL8kq2XFx,9.0,10.0,None,None,2015,11,16,9.0,https://pbs.twimg.com/media/CT5cN_3WEAAlOoZ.jpg,Gordon_setter,0.503672,134.0,52.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/ZoL8kq2XFx,0.9
666073100786774016,Let's hope this flight isn't Malaysian (lol). What a dog! Almost completely camouflaged. 10/10 I trust this pilot https://t.co/Yk6GHE9tOY,10.0,10.0,None,None,2015,11,16,10.0,https://pbs.twimg.com/media/CT5d9DZXAAALcwe.jpg,Walker_hound,0.260857,282.0,140.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/Yk6GHE9tOY,1.0
666082916733198337,Here we have a well-established sunblockerspaniel. Lost his other flip-flop. 6/10 not very waterproof https://t.co/3RU6x0vHB7,6.0,10.0,None,None,2015,11,16,6.0,https://pbs.twimg.com/media/CT5m4VGWEAAtKc8.jpg,pug,0.489814,101.0,41.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/3RU6x0vHB7,0.6
666094000022159362,This appears to be a Mongolian Presbyterian mix. Very tired. Tongue slip confirmed. 9/10 would lie down with https://t.co/mnioXo3IfP,9.0,10.0,None,None,2015,11,16,9.0,https://pbs.twimg.com/media/CT5w9gUW4AAsBNN.jpg,bloodhound,0.195217,151.0,66.0,8947178.0,18.0,Twitter for iPhone,Original tweet,https://t.co/mnioXo3IfP,0.9
